City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,santa terezinha,-29.9002,-50.0904,17.72,96,72,5.68,BR,1691718668
287,dampit,-8.2116,112.7493,25.94,48,8,2.59,ID,1691718668
288,as suwayrah,32.9256,44.7758,35.56,19,0,4.15,IQ,1691718668
289,ola,59.5833,151.2833,21.75,68,0,2.31,RU,1691718192
290,smithers,54.7804,-127.1743,20.18,49,75,1.03,CA,1691718089
291,zagora,30.3484,-5.8365,32.46,18,11,2.61,MA,1691718669
292,kavieng,-2.5744,150.7967,27.85,75,97,6.64,PG,1691718152
293,taro,-8.3862,115.28,23.0,56,57,1.67,ID,1691718670
294,maragogi,-9.0122,-35.2225,23.43,85,65,3.88,BR,1691718107
295,trevelin,-43.0858,-71.4639,3.71,84,10,3.44,AR,1691718670
296,tokar,18.4254,37.729,32.3,43,60,8.93,SD,1691718670
297,citra,29.4119,-82.1098,30.23,97,0,3.21,US,1691718670
298,berezovo,63.9381,65.0419,11.74,68,3,3.89,RU,1691718670
299,flying fish cove,-10.4217,105.6791,25.82,78,40,5.66,CX,1691718670
300,la'ie,21.6477,-157.9253,30.98,66,14,6.54,US,1691718090
301,labytnangi,66.6572,66.4183,11.05,73,0,1.54,RU,1691718670
302,sandona,1.2915,-77.4741,15.38,87,98,3.2,CO,1691718671
303,island harbour,50.724,-1.2758,19.4,94,100,2.68,GB,1691718671
304,tezu,27.9167,96.1667,25.69,98,100,0.38,IN,1691718671
305,vilyuysk,63.7553,121.6247,23.0,51,100,4.52,RU,1691718671
306,posto fiscal rolim de moura,-13.0833,-62.2667,26.7,46,31,1.08,BR,1691718671
307,southwick,42.0548,-72.7704,21.82,96,100,3.6,US,1691718671
308,namtsy,62.7161,129.6658,23.08,50,99,5.28,RU,1691718671
309,nakhon luang,14.4628,100.6083,31.21,61,100,4.75,TH,1691718671
310,los altos,37.3852,-122.1141,27.5,65,0,8.75,US,1691718590
311,buka,40.8108,69.1986,25.57,29,0,2.06,UZ,1691718671
312,taroudant,30.4703,-8.877,35.69,21,54,3.4,MA,1691718672
313,ghanzi,-21.5667,21.7833,10.09,59,3,4.63,BW,1691718672
314,marica,-22.9194,-42.8186,24.95,84,29,3.17,BR,1691718672
315,jalpan,21.2333,-99.4833,26.58,71,10,1.11,MX,1691718672
316,sinabang,2.4803,96.3801,27.24,78,91,0.71,ID,1691718097
317,pacific grove,36.6177,-121.9166,21.78,88,75,3.13,US,1691718672
318,moundou,8.5667,16.0833,21.27,98,100,1.28,TD,1691718672
319,kurumkan,54.3,110.3,16.62,90,100,1.88,RU,1691718672
320,naze,28.3667,129.4833,27.51,78,100,1.57,JP,1691718169
321,castillos,-34.1667,-53.8333,15.78,95,100,2.31,UY,1691718672
322,al quwayrah,29.8004,35.3116,24.0,62,0,1.78,JO,1691718673
323,reynosa,26.0833,-98.2833,32.91,65,0,9.77,MX,1691718673
324,peace river,56.2501,-117.286,15.17,94,100,3.6,CA,1691718673
325,moss point,30.4116,-88.5345,32.03,84,0,1.54,US,1691718673
326,constantia,44.1833,28.65,20.39,63,97,6.76,RO,1691718673
327,genhe,50.7833,121.5167,20.68,64,100,2.13,CN,1691718673
328,matoury,4.8483,-52.3317,24.98,94,52,0.0,GF,1691718673
329,kayangel,8.0823,134.7173,27.89,82,100,8.98,PW,1691718673
330,sabang,5.8933,95.3214,27.92,77,60,5.51,ID,1691718673
331,tongouson,5.0214,120.1328,29.22,67,82,4.12,PH,1691718674
332,crane,31.3974,-102.3501,36.52,19,44,3.25,US,1691718674
333,san borja,-14.8167,-66.85,26.13,59,26,1.11,BO,1691718674
334,pariaman,-0.619,100.12,28.03,81,92,1.78,ID,1691718674
335,banda,25.4833,80.3333,28.05,69,99,4.79,IN,1691718559
336,indramayu,-6.3264,108.32,27.14,51,44,3.98,ID,1691718674
337,kish,26.5578,54.0194,32.15,84,46,2.06,IR,1691718674
338,grand baie,-20.0182,57.5802,20.81,78,15,2.84,MU,1691718674
339,wenshui,28.4506,106.5267,27.21,72,26,1.65,CN,1691718674
340,orchomenos,38.4929,22.9796,19.99,75,41,1.5,GR,1691718674
341,south suffolk,36.7171,-76.5902,25.94,88,0,2.57,US,1691718674
342,horsham,51.064,-0.3272,19.24,83,0,2.06,GB,1691718674
343,kombissiri,12.0656,-1.3375,24.99,97,95,2.91,BF,1691718675
344,togur,58.3631,82.8265,11.83,95,100,2.95,RU,1691718675
345,kardzhali,41.65,25.3667,15.84,85,9,2.22,BG,1691718675
346,kingston,17.997,-76.7936,26.25,96,58,0.45,JM,1691717884
347,salinopolis,-0.6136,-47.3561,25.75,85,13,4.2,BR,1691718675
348,akureyri,65.6835,-18.0878,6.96,87,100,1.54,IS,1691718079
349,dunedin,-45.8742,170.5036,8.93,54,99,0.49,NZ,1691718635
350,matane,48.8286,-67.522,12.35,95,59,3.43,CA,1691718675
351,milngavie,55.9407,-4.3231,18.81,81,75,1.54,GB,1691718675
352,port shepstone,-30.7414,30.455,16.11,87,4,6.4,ZA,1691718676
353,envira,-7.3,-70.2167,24.68,74,35,0.9,BR,1691718676
354,moussoro,13.6408,16.4901,28.01,69,24,3.53,TD,1691718676
355,san matias,-16.3667,-58.4,27.84,27,0,2.67,BO,1691718676
356,tulchyn,48.6745,28.8464,11.07,89,9,3.39,UA,1691718676
357,selfoss,63.9331,-20.9971,13.36,86,60,4.18,IS,1691718676
358,constitucion,-35.3333,-72.4167,9.43,87,100,1.81,CL,1691718178
359,sur,22.5667,59.5289,29.3,63,98,3.0,OM,1691718676
360,vittel,48.2009,5.9484,16.9,82,0,1.54,FR,1691718676
361,luanda,-8.8368,13.2343,20.0,94,0,3.09,AO,1691718676
362,holualoa,19.6228,-155.9522,25.91,78,75,4.63,US,1691718676
363,rongelap,11.1635,166.8941,28.29,74,100,5.97,MH,1691718677
364,bundibugyo,0.7414,30.0417,19.06,85,19,1.39,UG,1691718677
365,alice,27.7523,-98.0697,32.09,62,0,9.77,US,1691718677
366,anna regina,7.2644,-58.5077,27.21,78,2,3.87,GY,1691718677
367,al ghayzah,16.2079,52.176,25.78,90,100,2.78,YE,1691718677
368,yuzhno-kurilsk,44.0306,145.8556,22.45,86,100,4.88,RU,1691718677
369,coahuayana de hidalgo,18.7,-103.6583,27.64,82,92,1.22,MX,1691718677
370,jinghong,21.991,100.7341,24.86,93,97,0.67,CN,1691718677
371,hastings,50.8552,0.5729,18.21,33,100,3.86,GB,1691718677
372,mananjary,-21.2167,48.3333,18.81,93,82,4.35,MG,1691718678
373,hsinchu,24.8036,120.9686,31.99,71,72,1.34,TW,1691718678
374,meadow lake,34.8014,-106.5436,27.69,31,93,1.47,US,1691718678
375,mejit,10.2753,170.8646,28.05,78,42,5.83,MH,1691718082
376,macara,-4.3833,-79.95,24.66,60,13,1.34,EC,1691718678
377,pisco,-13.7,-76.2167,20.03,77,100,7.2,PE,1691718142
378,saint joseph,39.7686,-94.8466,26.42,83,35,4.87,US,1691718574
379,bhandara,21.1667,79.65,25.97,79,94,1.53,IN,1691718678
380,sao vicente,-23.9631,-46.3919,25.1,26,19,1.75,BR,1691718191
381,lazaro cardenas,17.9583,-102.2,28.45,77,20,3.36,MX,1691718678
382,sinop,41.7711,34.8709,19.24,95,82,0.83,TR,1691718173
383,beyneu,45.3167,55.2,27.01,33,0,3.49,KZ,1691718679
384,hun,29.1268,15.9477,24.0,67,0,2.55,LY,1691718130
385,vorkuta,67.5,64.0,6.4,86,83,4.74,RU,1691718679
386,madona,56.8533,26.217,11.12,94,99,0.76,LV,1691718679
387,saldanha,-33.0117,17.9442,9.03,54,5,5.36,ZA,1691718165
388,kruisfontein,-34.0033,24.7314,19.38,33,0,5.86,ZA,1691718679
389,arar,30.9753,41.0381,31.01,13,0,2.06,SA,1691718679
390,ovalle,-30.5983,-71.2003,13.69,70,28,1.66,CL,1691718554
391,paola,39.3599,16.0396,22.62,72,5,1.14,IT,1691718679
392,hithadhoo,-0.6,73.0833,27.84,75,100,4.76,MV,1691718679
393,hell-ville,-13.4,48.2667,23.35,78,3,1.18,MG,1691718679
394,sojat,25.9167,73.6667,26.2,79,6,5.32,IN,1691718679
395,gelemso,8.8167,40.5167,16.54,86,98,2.86,ET,1691718680
396,bocana de paiwas,12.7857,-85.1227,24.77,91,6,2.01,NI,1691718680
397,n'zeto,-7.2312,12.8666,19.91,91,0,3.35,AO,1691718680
398,pimenta bueno,-11.6725,-61.1936,30.05,35,100,1.57,BR,1691718680
399,karratha,-20.7377,116.8463,25.55,35,4,2.97,AU,1691718150
400,carutapera,-1.195,-46.02,24.42,90,11,2.15,BR,1691718193
401,mumbwa,-14.9783,27.0619,12.89,71,0,3.13,ZM,1691718680
402,careiro da varzea,-3.2003,-59.8119,26.35,67,26,1.47,BR,1691718680
403,ghadamis,30.1337,9.5007,25.45,34,0,4.59,LY,1691718680
404,caetite,-14.0694,-42.475,17.43,68,62,5.18,BR,1691718680
405,cheremukhovo,60.3484,59.9851,13.01,73,52,1.11,RU,1691718680
406,marat,25.0701,45.4615,31.92,14,77,3.0,SA,1691718680
407,rio grande,-32.035,-52.0986,17.19,98,53,4.55,BR,1691718681
408,christchurch,-43.5333,172.6333,10.51,66,68,2.57,NZ,1691718154
409,tocopilla,-22.092,-70.1979,18.37,71,50,3.86,CL,1691718681
410,malindi,-3.2175,40.1191,25.09,69,40,4.12,KE,1691718681
411,mccook,40.2019,-100.6257,29.03,44,0,2.57,US,1691718681
412,campos dos goytacazes,-21.75,-41.3,21.35,87,2,4.5,BR,1691718681
413,antalaha,-14.9003,50.2788,18.72,91,10,2.49,MG,1691718681
414,acajutla,13.5928,-89.8275,28.32,82,16,3.49,SV,1691718681
415,tangalle,6.024,80.7911,24.09,80,70,3.61,LK,1691718490
416,sudak,44.85,34.9667,23.98,71,82,0.86,UA,1691718682
417,goshaingaon,26.4379,89.9788,25.9,95,100,0.97,IN,1691718682
418,bikenibeu village,1.3673,173.1241,29.98,79,40,2.57,KI,1691718145
419,mount isa,-20.7333,139.5,25.87,25,4,3.6,AU,1691718682
420,ippy,6.2679,21.2247,18.99,96,100,0.57,CF,1691718682
421,menongue,-14.6585,17.691,11.63,48,6,2.09,AO,1691718098
422,tolanaro,-25.0319,46.9987,18.04,72,75,2.06,MG,1691718683
423,bubaque,11.2833,-15.8333,26.57,83,84,5.97,GW,1691718683
424,darwin,-12.4611,130.8418,29.94,34,0,7.2,AU,1691718684
425,lake havasu city,34.4839,-114.3224,40.34,26,7,6.17,US,1691718684
426,bandung,-6.9039,107.6186,25.88,50,8,0.77,ID,1691718684
427,natchez,31.5604,-91.4032,30.7,42,6,3.57,US,1691718684
428,tannum sands,-23.9504,151.3693,23.94,41,40,3.6,AU,1691718684
429,marks,51.7111,46.7486,20.44,41,58,2.46,RU,1691718684
430,la ronge,55.1001,-105.2842,13.14,100,100,7.2,CA,1691718684
431,tanumah,27.1,44.1333,31.69,10,2,5.29,SA,1691718685
432,ineu,46.4333,21.85,15.67,79,61,1.47,RO,1691718685
433,augusto correa,-1.0217,-46.635,23.89,93,20,0.86,BR,1691718685
434,labrador city,52.9463,-66.9114,14.95,77,100,1.54,CA,1691718086
435,kattivakkam,13.2167,80.3167,26.71,86,100,3.96,IN,1691718201
436,lompoc,34.6391,-120.4579,24.45,86,100,2.57,US,1691718685
437,shingu,33.7333,135.9833,28.94,75,21,4.32,JP,1691718685
438,curillo,1.0333,-75.9191,24.1,89,93,1.03,CO,1691718685
439,saint-philippe,-21.3585,55.7679,19.77,78,1,2.15,RE,1691718685
440,murzuq,25.9155,13.9184,26.68,28,0,4.61,LY,1691718685
441,nizhneangarsk,55.7833,109.55,11.47,99,100,2.1,RU,1691718686
442,fauske,67.2588,15.3918,15.53,81,52,2.82,NO,1691718686
443,princeville,45.7668,-61.2985,17.36,90,40,5.66,CA,1691718686
444,bozoum,6.3193,16.3799,19.43,98,100,1.21,CF,1691718686
445,dwarka,22.2394,68.9678,27.11,82,99,7.66,IN,1691718686
446,eraan,9.0629,117.7016,30.32,69,99,4.61,PH,1691718686
447,klaksvik,62.2266,-6.589,12.51,98,99,6.85,FO,1691718095
448,viedma,-40.8135,-62.9967,13.94,39,100,7.88,AR,1691718093
449,chardara,41.2547,67.9692,25.31,36,0,3.3,KZ,1691718686
450,kasongo-lunda,-6.4667,16.8167,23.13,57,2,1.23,CD,1691718686
451,touros,-5.1989,-35.4608,24.25,82,12,6.19,BR,1691718514
452,lionel town,17.8101,-77.2406,26.93,86,83,1.95,JM,1691718687
453,dakoutun,39.5833,117.2289,28.62,67,92,2.06,CN,1691718687
454,pawni,20.7833,79.6333,26.29,79,98,1.73,IN,1691718687
455,camayenne,9.535,-13.6878,26.05,94,100,6.17,GN,1691718687
456,arraial do cabo,-22.9661,-42.0278,21.24,89,12,10.21,BR,1691718687
457,colonia,50.9333,6.95,17.14,81,0,2.06,DE,1691717854
458,juan griego,11.0817,-63.9655,27.85,80,13,6.67,VE,1691718687
459,queenstown,-31.8976,26.8753,10.01,49,0,2.99,ZA,1691718687
460,ponta delgada,37.7333,-25.6667,23.4,83,75,4.63,PT,1691718687
461,matay,28.419,30.7792,24.54,63,0,6.16,EG,1691718687
462,namdrik,5.5994,168.1028,26.91,82,100,6.05,MH,1691718688
463,taulaga,-11.0553,-171.0883,27.41,80,70,6.38,AS,1691718148
464,forster,-32.1667,152.5167,17.94,44,0,3.53,AU,1691718688
465,colonia menno,-22.3667,-59.8167,27.73,35,2,4.64,PY,1691718688
466,daru,-9.0763,143.2092,25.68,69,95,7.67,PG,1691718121
467,chibougamau,49.9168,-74.3659,16.79,77,75,2.06,CA,1691717993
468,thinadhoo,0.5333,72.9333,27.7,76,96,4.9,MV,1691718688
469,oum hadjer,13.2954,19.6966,25.57,77,88,2.48,TD,1691718094
470,tvoroyri,61.5556,-6.8111,11.59,96,57,8.01,FO,1691718688
471,alaghsas,17.0187,8.0168,29.04,50,35,2.22,NE,1691718688
472,aleksandrovsk-sakhalinskiy,50.8975,142.1561,19.66,71,96,0.42,RU,1691718688
473,sandnessjoen,66.0217,12.6316,10.29,88,62,3.96,NO,1691718688
474,alnwick,55.4132,-1.7056,19.05,94,75,1.54,GB,1691718689
475,cestos city,5.46,-9.5828,24.83,83,98,4.26,LR,1691718689
476,timimoun,29.2639,0.231,34.21,14,0,6.69,DZ,1691718689
477,koge,55.458,12.1821,12.99,90,40,2.57,DK,1691718689
478,zapata,26.9073,-99.2714,36.06,38,3,8.23,US,1691718689
479,horta,38.5333,-28.6333,20.57,88,1,3.58,PT,1691718547
480,magadan,59.5667,150.8,21.41,66,0,1.56,RU,1691718108
481,vikulovo,56.8167,70.6107,13.13,78,100,5.63,RU,1691718689
482,soto la marina,23.7667,-98.2167,28.75,84,1,6.3,MX,1691718689
483,mitsamiouli,-11.3847,43.2844,24.39,69,1,4.69,KM,1691718689
484,pacasmayo,-7.4006,-79.5714,20.23,81,44,6.43,PE,1691718689
485,naryshkino,52.9678,35.7268,16.2,91,100,4.61,RU,1691718690
486,deulgaon raja,20.0167,76.0333,23.03,83,99,4.12,IN,1691718690
487,uzgen,40.7699,73.3007,26.02,31,53,1.54,KG,1691718690
488,dhalie,13.6957,44.7314,24.24,58,53,2.18,YE,1691718690
489,kill devil hills,36.0307,-75.676,28.0,79,40,4.63,US,1691718570
490,ivdel',60.6911,60.4206,13.3,73,63,1.56,RU,1691718690
491,qarqaraly,49.4058,75.4742,15.1,83,76,4.23,KZ,1691718690
492,nova vicosa,-17.8919,-39.3719,22.14,81,52,2.83,BR,1691718690
493,east ballina,-28.8667,153.5833,24.33,42,0,2.24,AU,1691718690
494,lubango,-14.9172,13.4925,12.92,58,0,2.57,AO,1691718690
495,calipatria,33.1256,-115.5142,39.27,33,0,6.61,US,1691718691
496,manokwari,-0.8667,134.0833,28.26,71,28,2.48,ID,1691718168
497,thunder bay,48.4001,-89.3168,17.99,67,75,2.57,CA,1691718691
498,shetpe,44.1667,52.1167,25.65,39,0,2.21,KZ,1691718691
499,yondo,7.0062,-73.9097,25.31,89,99,0.66,CO,1691718691
500,ghat,24.9647,10.1728,27.25,22,0,1.7,LY,1691718691
501,tralee,52.2704,-9.7026,13.42,96,15,2.48,IE,1691718691
502,meulaboh,4.1363,96.1285,26.23,84,63,1.06,ID,1691718691
503,kuta,-8.7233,115.1723,26.97,74,40,1.54,ID,1691718691
504,wad medani,14.4012,33.5199,25.28,73,100,5.32,SD,1691718691
505,cambria,35.5641,-121.0808,22.41,88,65,0.45,US,1691718176
506,orland,39.7474,-122.1964,34.17,39,0,0.45,US,1691718692
507,chiredzi,-21.05,31.6667,13.73,78,4,2.14,ZW,1691718692
508,chinde,26.8418,88.0763,19.32,97,100,0.3,NP,1691718692
509,kulhudhuffushi,6.6221,73.07,27.72,78,86,6.52,MV,1691718692
510,tianshui,34.5439,105.6897,20.89,88,100,2.69,CN,1691718692
511,suva,-18.1416,178.4415,21.71,88,75,3.6,FJ,1691718692
512,altay,47.8667,88.1167,24.26,38,44,1.61,CN,1691718692
513,akonolinga,3.7667,12.25,19.78,99,100,1.32,CM,1691718692
514,kabalo,-6.05,26.9167,23.32,41,18,1.77,CD,1691718692
515,nueve de julio,-35.4444,-60.8831,9.42,99,97,1.34,AR,1691718692
516,vanino,49.0869,140.2543,15.36,96,100,0.43,RU,1691718693
517,semnan,35.5729,53.3971,24.65,29,0,2.58,IR,1691718138
518,tianpeng,30.9866,103.9393,27.89,74,96,1.26,CN,1691718693
519,ad dabbah,18.05,30.95,30.95,52,100,6.56,SD,1691718693
520,del rio,29.3627,-100.8968,41.06,25,0,7.6,US,1691718693
521,rayadrug,14.7,76.8667,24.12,74,89,5.73,IN,1691718693
522,shakiso,5.75,38.9167,15.53,85,86,0.36,ET,1691718693
523,isangel,-19.55,169.2667,23.06,56,75,3.09,VU,1691718693
524,sa pobla,39.7692,3.0239,25.75,86,5,3.79,ES,1691718693
525,weno,7.4515,151.8468,29.97,70,100,2.57,FM,1691718159
526,ambon,-3.6954,128.1814,27.08,78,40,3.09,ID,1691718093
527,antofagasta,-23.65,-70.4,16.6,77,14,3.9,CL,1691718088
528,kolosovka,56.4678,73.611,12.31,88,100,4.66,RU,1691718693
529,kachug,53.9606,105.8817,21.67,54,8,1.68,RU,1691718693
530,vilyuchinsk,52.9306,158.4028,20.15,71,66,3.22,RU,1691718151
531,katsuren-haebaru,26.3369,127.8719,31.21,79,40,2.06,JP,1691718192
532,kiffa,16.6166,-11.4045,32.21,50,100,8.23,MR,1691718694
533,bonthe,7.5264,-12.505,24.96,82,100,5.01,SL,1691718694
534,olinda,-8.0089,-34.8553,23.85,94,75,2.57,BR,1691718624
535,zouerate,22.7187,-12.4521,34.5,20,26,1.95,MR,1691718101
536,balsas,-7.5325,-46.0356,24.68,38,0,1.83,BR,1691718694
537,lauro de freitas,-12.8944,-38.3272,26.01,69,40,4.12,BR,1691718492
538,nadi,-17.8,177.4167,22.0,83,100,3.09,FJ,1691718694
539,mildura,-34.2,142.15,15.6,65,29,2.32,AU,1691718694
540,ciudad bolivar,8.1222,-63.5497,28.14,65,24,4.93,VE,1691718694
541,luderitz,-26.6481,15.1594,17.08,65,60,1.29,NA,1691718175
542,mayya,61.7333,130.2811,19.62,56,21,2.84,RU,1691718695
543,tsarevo,42.1667,27.85,18.97,84,85,4.66,BG,1691718695
544,mo i rana,66.3128,14.1428,14.26,79,40,1.54,NO,1691718695
545,acapulco de juarez,16.8634,-99.8901,29.9,74,20,2.06,MX,1691718398
546,turpan,42.9333,89.1667,37.15,17,0,2.97,CN,1691718133
547,dubrovytsya,51.5744,26.565,15.16,71,89,1.32,UA,1691718695
548,sittwe,20.15,92.9,25.7,89,100,2.93,MM,1691718119
549,karkkila,60.5342,24.2098,13.99,91,45,3.31,FI,1691718695
550,tejen,37.3834,60.5054,29.66,25,0,3.02,TM,1691718695
551,san fernando,15.0286,120.6898,30.85,64,90,2.23,PH,1691718695
552,kundiawa,-6.0167,144.9667,24.86,58,55,1.37,PG,1691718695
553,tazacorte,28.629,-17.9293,25.54,53,0,6.17,ES,1691718695
554,contamana,-7.3333,-75.0167,25.72,70,3,1.26,PE,1691718696
555,yarmouth,41.7057,-70.2286,23.33,93,40,5.66,US,1691718696
556,viqueque,-8.8673,126.3658,27.92,57,55,3.95,TL,1691718696
557,birao,10.2849,22.7882,21.72,93,64,1.07,CF,1691718696
558,luis correia,-2.8792,-41.6669,25.28,84,16,5.06,BR,1691718115
559,mpika,-11.8343,31.4529,10.82,74,0,3.76,ZM,1691718696
560,edmundston,47.3737,-68.3251,18.63,87,0,3.6,CA,1691718696
561,rikaze,29.25,88.8833,16.93,50,100,0.92,CN,1691718126
562,cockburn town,21.4612,-71.1419,28.88,86,100,9.63,TC,1691718133
563,shuangjiang,26.1547,109.7138,28.5,74,20,0.91,CN,1691718696
564,andergrove,-21.0833,149.1833,23.69,53,0,4.32,AU,1691718696
565,awjilah,29.1081,21.2869,25.46,52,0,6.24,LY,1691718696
566,kangding,30.0513,101.9603,21.24,73,100,1.48,CN,1691718144
567,villanueva del trabuco,37.0479,-4.3221,29.22,22,0,1.89,ES,1691718696
568,thanh hoa,19.8,105.7667,27.66,87,100,1.68,VN,1691718697
569,bhimunipatnam,17.8833,83.4333,29.05,67,100,1.35,IN,1691718697
570,belyy yar,53.6039,91.3903,18.94,68,0,1.0,RU,1691718697
571,kayyerkan,69.3786,87.7439,8.5,87,100,13.08,RU,1691718697
572,greenville,35.6127,-77.3663,26.01,87,0,0.0,US,1691718697
573,gubbio,43.3545,12.5725,18.87,82,52,1.2,IT,1691718697
574,dolores,-36.3132,-57.6792,14.31,90,66,3.75,AR,1691718697
